id_reparto,distribuidor_id,fecha,dia_semana,centro_destino,zona_origen,hora_salida,hora_salida_min,distancia_km,numero_entregas,peso_total_kg,trafico,clima,duracion_estimada_min,hora_llegada_estimada,hora_llegada_estimada_min,retraso_min,duracion_real_min,hora_llegada_real,hora_llegada_real_min,puntual
R2063,D3,2026-03-23,lunes,ISOIN_Sevilla,San Jeronimo,11:35,695,8.3,10,99.8,medio,nublado,60,12:35,755,15,75,12:50,770,no
R2064,D3,2026-03-23,lunes,ISOIN_Sevilla,Alamillo,06:20,380,11.2,13,159.6,medio,soleado,71,07:31,451,9,80,07:40,460,no
R2065,D3,2026-03-23,lunes,ISOIN_Sevilla,Pino Montano,11:05,665,12.7,7,73.4,medio,soleado,68,12:13,733,13,81,12:26,746,no
R2066,D3,2026-03-23,lunes,ISOIN_Sevilla,Cartuja,11:25,685,13.6,5,194.7,medio,lluvia,64,12:29,749,14,78,12:43,763,no
R2067,D3,2026-03-24,martes,ISOIN_Sevilla,Alamillo,11:55,715,3.8,10,199.1,alto,soleado,55,12:50,770,23,78,13:13,793,no
R2068,D3,2026-03-24,martes,ISOIN_Sevilla,Pino Montano,11:35,695,3.6,9,134.9,bajo,soleado,44,12:19,739,1,45,12:20,740,si
R2069,D3,2026-03-24,martes,ISOIN_Sevilla,San Jeronimo,16:20,980,8.2,6,208.9,bajo,soleado,48,17:08,1028,1,49,17:09,1029,si
R2070,D3,2026-03-25,miercoles,ISOIN_Sevilla,Cartuja,06:10,370,11.9,10,198.3,bajo,soleado,57,07:07,427,0,57,07:07,427,si
R2071,D3,2026-03-25,miercoles,ISOIN_Sevilla,Pino Montano,11:10,670,12.4,9,65.9,bajo,nublado,64,12:14,734,6,70,12:20,740,no
R2072,D3,2026-03-25,miercoles,ISOIN_Sevilla,Cartuja,08:55,535,9.8,8,187.1,medio,soleado,57,09:52,592,2,59,09:54,594,si
R2073,D3,2026-03-26,jueves,ISOIN_Sevilla,San Jeronimo,07:20,440,13.3,8,219.5,alto,soleado,73,08:33,513,15,88,08:48,528,no
R2074,D3,2026-03-26,jueves,ISOIN_Sevilla,Pino Montano,09:05,545,5.3,12,185.9,bajo,soleado,52,09:57,597,0,52,09:57,597,si
R2075,D3,2026-03-26,jueves,ISOIN_Sevilla,San Jeronimo,11:55,715,5.9,4,171.0,bajo,soleado,40,12:35,755,2,42,12:37,757,si
R2076,D3,2026-03-27,viernes,ISOIN_Sevilla,Alamillo,08:00,480,8.2,4,166.6,medio,soleado,49,08:49,529,7,56,08:56,536,no
R2077,D3,2026-03-27,viernes,ISOIN_Sevilla,Macarena,14:55,895,5.9,4,226.2,medio,soleado,49,15:44,944,5,54,15:49,949,si
R2078,D3,2026-03-27,viernes,ISOIN_Sevilla,Alamillo,09:35,575,12.6,9,63.9,alto,soleado,82,10:57,657,20,102,11:17,677,no
R2079,D3,2026-03-28,sabado,ISOIN_Sevilla,San Jeronimo,07:35,455,10.2,11,102.0,alto,soleado,75,08:50,530,25,100,09:15,555,no
R2080,D3,2026-03-28,sabado,ISOIN_Sevilla,Alamillo,16:45,1005,6.8,6,159.2,alto,nublado,59,17:44,1064,28,87,18:12,1092,no
R2081,D3,2026-03-28,sabado,ISOIN_Sevilla,Alamillo,14:25,865,14.2,8,217.9,alto,soleado,83,15:48,948,27,110,16:15,975,no
R2082,D3,2026-03-30,lunes,ISOIN_Sevilla,Macarena,07:55,475,8.4,6,92.2,medio,lluvia,51,08:46,526,9,60,08:55,535,no
R2083,D3,2026-03-30,lunes,ISOIN_Sevilla,Alamillo,06:20,380,9.7,10,221.8,bajo,soleado,59,07:19,439,2,61,07:21,441,si
R2084,D3,2026-03-30,lunes,ISOIN_Sevilla,Cartuja,11:45,705,5.3,8,67.8,medio,nublado,49,12:34,754,12,61,12:46,766,no
R2085,D3,2026-03-30,lunes,ISOIN_Sevilla,Macarena,09:25,565,3.2,11,179.8,alto,soleado,62,10:27,627,14,76,10:41,641,no
R2086,D3,2026-03-30,lunes,ISOIN_Sevilla,Pino Montano,09:05,545,13.2,4,173.7,medio,soleado,62,10:07,607,6,68,10:13,613,no
R2087,D3,2026-03-30,lunes,ISOIN_Sevilla,Cartuja,07:55,475,8.7,4,196.0,alto,nublado,60,08:55,535,18,78,09:13,553,no
R2088,D3,2026-03-31,martes,ISOIN_Sevilla,Cartuja,07:25,445,10.6,4,153.1,alto,soleado,61,08:26,506,15,76,08:41,521,no
R2089,D3,2026-03-31,martes,ISOIN_Sevilla,Alamillo,14:35,875,3.3,7,119.4,alto,soleado,56,15:31,931,20,76,15:51,951,no
R2090,D3,2026-03-31,martes,ISOIN_Sevilla,San Jeronimo,11:55,715,13.0,9,216.5,bajo,nublado,64,12:59,779,2,66,13:01,781,si
R2091,D3,2026-04-01,miercoles,ISOIN_Sevilla,Pino Montano,11:25,685,4.5,7,119.3,bajo,nublado,37,12:02,722,5,42,12:07,727,si
R2092,D3,2026-04-01,miercoles,ISOIN_Sevilla,Alamillo,09:05,545,4.1,9,144.8,medio,nublado,50,09:55,595,14,64,10:09,609,no
R2093,D3,2026-04-01,miercoles,ISOIN_Sevilla,San Jeronimo,06:00,360,12.8,11,192.0,bajo,soleado,63,07:03,423,4,67,07:07,427,si
R2094,D3,2026-04-02,jueves,ISOIN_Sevilla,Macarena,07:00,420,3.6,6,169.3,medio,soleado,45,07:45,465,9,54,07:54,474,no
R2095,D3,2026-04-02,jueves,ISOIN_Sevilla,Pino Montano,14:00,840,8.8,13,52.2,medio,lluvia,70,15:10,910,23,93,15:33,933,no
R2096,D3,2026-04-02,jueves,ISOIN_Sevilla,Macarena,09:10,550,7.7,12,101.5,alto,lluvia,66,10:16,616,24,90,10:40,640,no
R2097,D3,2026-04-03,viernes,ISOIN_Sevilla,Pino Montano,06:05,365,3.4,10,72.8,bajo,soleado,40,06:45,405,6,46,06:51,411,no
R2098,D3,2026-04-03,viernes,ISOIN_Sevilla,San Jeronimo,14:45,885,12.6,13,119.1,alto,soleado,90,16:15,975,18,108,16:33,993,no
R2099,D3,2026-04-03,viernes,ISOIN_Sevilla,Alamillo,09:45,585,8.2,7,162.1,medio,soleado,50,10:35,635,11,61,10:46,646,no
R2100,D3,2026-04-04,sabado,ISOIN_Sevilla,Macarena,11:25,685,4.4,13,91.2,alto,nublado,68,12:33,753,34,102,13:07,787,no
R2101,D3,2026-04-04,sabado,ISOIN_Sevilla,Macarena,07:05,425,13.6,11,173.2,bajo,soleado,70,08:15,495,0,70,08:15,495,si
R2102,D3,2026-04-04,sabado,ISOIN_Sevilla,Cartuja,07:00,420,11.3,8,190.9,medio,soleado,57,07:57,477,12,69,08:09,489,no
R2103,D3,2026-04-06,lunes,ISOIN_Sevilla,Alamillo,07:25,445,13.0,7,122.3,alto,soleado,80,08:45,525,13,93,08:58,538,no
R2104,D3,2026-04-06,lunes,ISOIN_Sevilla,Cartuja,08:00,480,8.6,13,104.9,medio,soleado,59,08:59,539,20,79,09:19,559,no
R2105,D3,2026-04-06,lunes,ISOIN_Sevilla,Pino Montano,11:00,660,8.4,9,49.3,bajo,soleado,54,11:54,714,1,55,11:55,715,si
R2106,D3,2026-04-06,lunes,ISOIN_Sevilla,Alamillo,11:55,715,3.3,6,60.8,medio,soleado,46,12:41,761,1,47,12:42,762,si
R2107,D3,2026-04-06,lunes,ISOIN_Sevilla,Alamillo,06:00,360,5.4,7,38.6,alto,lluvia,61,07:01,421,33,94,07:34,454,no
R2108,D3,2026-04-06,lunes,ISOIN_Sevilla,Pino Montano,07:55,475,7.1,7,89.5,medio,soleado,56,08:51,531,11,67,09:02,542,no
R2109,D3,2026-04-07,martes,ISOIN_Sevilla,San Jeronimo,11:20,680,6.4,12,138.7,medio,soleado,60,12:20,740,7,67,12:27,747,no
R2110,D3,2026-04-07,martes,ISOIN_Sevilla,Cartuja,11:25,685,7.2,10,117.6,medio,soleado,61,12:26,746,6,67,12:32,752,no
R2111,D3,2026-04-07,martes,ISOIN_Sevilla,Alamillo,11:20,680,11.5,7,222.8,bajo,lluvia,60,12:20,740,22,82,12:42,762,no
R2112,D3,2026-04-08,miercoles,ISOIN_Sevilla,Alamillo,11:10,670,10.1,8,124.1,bajo,nublado,59,12:09,729,4,63,12:13,733,si
R2113,D3,2026-04-08,miercoles,ISOIN_Sevilla,Macarena,09:05,545,2.7,4,97.2,medio,soleado,36,09:41,581,5,41,09:46,586,si
R2114,D3,2026-04-08,miercoles,ISOIN_Sevilla,Macarena,06:05,365,13.9,6,186.9,medio,soleado,69,07:14,434,13,82,07:27,447,no
R2115,D3,2026-04-09,jueves,ISOIN_Sevilla,Macarena,07:45,465,5.0,4,117.7,alto,nublado,57,08:42,522,17,74,08:59,539,no
R2116,D3,2026-04-09,jueves,ISOIN_Sevilla,Macarena,07:35,455,3.4,4,131.4,medio,soleado,43,08:18,498,2,45,08:20,500,si
R2117,D3,2026-04-09,jueves,ISOIN_Sevilla,Macarena,16:55,1015,11.2,11,35.1,alto,nublado,82,18:17,1097,20,102,18:37,1117,no
R2118,D3,2026-04-10,viernes,ISOIN_Sevilla,Cartuja,14:10,850,2.7,13,172.2,medio,nublado,48,14:58,898,19,67,15:17,917,no
R2119,D3,2026-04-10,viernes,ISOIN_Sevilla,San Jeronimo,06:10,370,11.2,6,203.8,bajo,nublado,49,06:59,419,0,49,06:59,419,si
R2120,D3,2026-04-10,viernes,ISOIN_Sevilla,San Jeronimo,09:00,540,5.6,6,36.2,alto,nublado,62,10:02,602,31,93,10:33,633,no
R2121,D3,2026-04-11,sabado,ISOIN_Sevilla,Pino Montano,09:35,575,8.9,9,161.8,alto,soleado,70,10:45,645,27,97,11:12,672,no
R2122,D3,2026-04-11,sabado,ISOIN_Sevilla,Cartuja,06:55,415,8.9,7,201.9,bajo,soleado,46,07:41,461,0,46,07:41,461,si
R2123,D3,2026-04-11,sabado,ISOIN_Sevilla,San Jeronimo,11:25,685,7.1,10,188.7,medio,soleado,60,12:25,745,5,65,12:30,750,si
R2124,D3,2026-04-13,lunes,ISOIN_Sevilla,San Jeronimo,06:55,415,13.3,9,104.1,medio,soleado,69,08:04,484,15,84,08:19,499,no
R2125,D3,2026-04-13,lunes,ISOIN_Sevilla,Pino Montano,14:45,885,5.5,7,141.8,alto,soleado,63,15:48,948,20,83,16:08,968,no
R2126,D3,2026-04-13,lunes,ISOIN_Sevilla,Alamillo,09:10,550,6.3,5,227.9,alto,nublado,51,10:01,601,18,69,10:19,619,no
R2127,D3,2026-04-13,lunes,ISOIN_Sevilla,Cartuja,16:25,985,12.2,6,184.7,bajo,soleado,50,17:15,1035,3,53,17:18,1038,si
R2128,D3,2026-04-13,lunes,ISOIN_Sevilla,Alamillo,09:25,565,4.5,13,214.5,alto,soleado,70,10:35,635,35,105,11:10,670,no
R2129,D3,2026-04-13,lunes,ISOIN_Sevilla,Alamillo,14:00,840,2.7,12,78.6,medio,soleado,53,14:53,893,7,60,15:00,900,no
R2130,D3,2026-04-14,martes,ISOIN_Sevilla,Alamillo,16:55,1015,9.1,13,130.1,medio,nublado,66,18:01,1081,26,92,18:27,1107,no
R2131,D3,2026-04-14,martes,ISOIN_Sevilla,Alamillo,11:10,670,7.7,9,107.8,medio,soleado,56,12:06,726,14,70,12:20,740,no
R2132,D3,2026-04-14,martes,ISOIN_Sevilla,San Jeronimo,09:55,595,5.9,4,66.9,alto,soleado,59,10:54,654,16,75,11:10,670,no
R2133,D3,2026-04-15,miercoles,ISOIN_Sevilla,Pino Montano,06:05,365,9.8,7,199.0,bajo,soleado,45,06:50,410,0,45,06:50,410,si
R2134,D3,2026-04-15,miercoles,ISOIN_Sevilla,San Jeronimo,08:20,500,2.6,9,89.6,alto,lluvia,56,09:16,556,29,85,09:45,585,no
R2135,D3,2026-04-15,miercoles,ISOIN_Sevilla,San Jeronimo,14:05,845,13.7,10,210.6,medio,nublado,68,15:13,913,10,78,15:23,923,no
R2136,D3,2026-04-16,jueves,ISOIN_Sevilla,San Jeronimo,07:25,445,7.1,13,225.6,medio,soleado,58,08:23,503,14,72,08:37,517,no
R2137,D3,2026-04-16,jueves,ISOIN_Sevilla,Cartuja,16:35,995,3.7,13,61.0,bajo,nublado,46,17:21,1041,7,53,17:28,1048,no
R2138,D3,2026-04-16,jueves,ISOIN_Sevilla,Macarena,07:55,475,3.5,13,197.7,alto,nublado,61,08:56,536,32,93,09:28,568,no
R2139,D3,2026-04-17,viernes,ISOIN_Sevilla,Pino Montano,11:05,665,3.7,4,187.8,bajo,soleado,37,11:42,702,1,38,11:43,703,si
R2140,D3,2026-04-17,viernes,ISOIN_Sevilla,Alamillo,11:55,715,6.7,11,90.2,bajo,lluvia,50,12:45,765,9,59,12:54,774,no
R2141,D3,2026-04-17,viernes,ISOIN_Sevilla,San Jeronimo,16:20,980,13.6,4,88.1,bajo,soleado,55,17:15,1035,0,55,17:15,1035,si
R2142,D3,2026-04-18,sabado,ISOIN_Sevilla,Cartuja,14:25,865,7.8,10,40.2,alto,nublado,63,15:28,928,31,94,15:59,959,no
R2143,D3,2026-04-18,sabado,ISOIN_Sevilla,Cartuja,08:25,505,7.6,4,227.5,medio,nublado,43,09:08,548,20,63,09:28,568,no
R2144,D3,2026-04-18,sabado,ISOIN_Sevilla,San Jeronimo,07:05,425,13.7,12,134.8,medio,soleado,71,08:16,496,1,72,08:17,497,si
R2145,D3,2026-04-20,lunes,ISOIN_Sevilla,Cartuja,14:10,850,4.4,5,133.3,medio,soleado,43,14:53,893,5,48,14:58,898,si
R2146,D3,2026-04-20,lunes,ISOIN_Sevilla,Pino Montano,11:10,670,6.7,13,174.6,bajo,lluvia,56,12:06,726,21,77,12:27,747,no
R2147,D3,2026-04-20,lunes,ISOIN_Sevilla,Macarena,09:10,550,5.4,10,105.1,alto,soleado,58,10:08,608,21,79,10:29,629,no
R2148,D3,2026-04-20,lunes,ISOIN_Sevilla,Alamillo,09:35,575,9.6,8,137.3,bajo,soleado,53,10:28,628,0,53,10:28,628,si
R2149,D3,2026-04-20,lunes,ISOIN_Sevilla,Alamillo,09:00,540,11.8,4,40.6,bajo,soleado,55,09:55,595,5,60,10:00,600,si
R2150,D3,2026-04-20,lunes,ISOIN_Sevilla,Alamillo,07:45,465,11.1,7,42.4,alto,nublado,66,08:51,531,19,85,09:10,550,no
